place_id,accessibility,step_count,step_height,ramp,lift,entrance_width,door_type,user_modified
08fd9e4e-5cfd-49bd-aaf9-d91ab51c35fc,,,,,,,,f
77e1dc4c-45ab-4edd-8264-c5a68051cf81,,,,,,,,f
9b6c57b0-cfd0-44d3-aa3c-f4fdd6b8b283,,,,,,,,f
afe8aab4-0328-4f94-b41a-7f82d6224074,,,,,,,,f
bd6c0efa-e9cf-4f0e-b436-724f79da745e,,,,,,,,f
1a121361-33d6-4830-89e1-389658c8b99d,,,,,,,,f
e37b5741-0195-4991-bf1c-7f78a406e042,,,,,,,,f
3b19d18b-b31e-426d-8837-c9d23dfc31a5,,,,,,,,f
4fa66871-ca5e-423a-8cc7-d4fd6f12dd12,,,,,,,,f
dd4d5d08-9879-4477-beca-e903a3ae00f2,,,,,,,,f
2611be3a-ba7a-43a6-9f9a-e9522861776a,,,,,,,,f
f047567e-ce39-4c04-8d9e-d9225eb5ee43,,,,,,,,f
e03f6792-b9fd-4a6a-b102-47f65ade9a2f,,,,,,,,f
e3cfc5b4-6943-4809-85af-94c0a49c4168,,,,,,,,f
c2c8c70d-79f8-44db-82c0-17968d0ad567,,,,,,,,f
dcb11b59-bac9-4205-93df-94b0768ff015,,,,,,,,f
177fbf0f-8431-4ca5-a88c-292de8261235,,,,,,,,f
eb5bef83-21a2-4c75-8ac9-34e619c5969d,,,,,,,,f
7b71ca52-1b37-4e1a-83cb-f62a82cf89c4,,,,,,,,f
2e5b5ec3-f8d5-47d3-96ad-541a32a1c226,,,,,,,,f
b4f79768-70fe-47ea-8ebe-91a866a14324,,,,,,,,f
920b9778-42eb-449f-afe1-e1940db8f196,,,,,,,,f
